Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_Type,HCPCS_Cd,HCPCS_Desc,Place_Of_Srvc,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt
1003072893,Shah,Anand,Lisle,IL,60532,1.0,Radiation Oncology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,32,34.0,34,179.0,93.915,68.127058824,64.917647059
1003075383,Jewison,David,Minneapolis,MN,55414,1.0,Sports Medicine,99442,"Telephone medical discussion with physician, 11-20 minutes",O,80,134.0,134,276.29104478,88.493432836,69.405298507,69.914477612
1003075771,Lewis,Jennifer,Somersworth,NH,3878,1.0,Gastroenterology,99441,"Telephone medical discussion with physician, 5-10 minutes",O,27,29.0,29,153.0,56.426206897,40.191034483,39.491724138
1003075771,Lewis,Jennifer,Somersworth,NH,3878,1.0,Gastroenterology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,36,40.0,40,247.0,90.70025,66.7665,65.86
1003076522,Auchincloss,Hugh,Boston,MA,2114,1.0,Thoracic Surgery,99443,"Telephone medical discussion with physician, 21-30 minutes",F,19,21.0,21,403.47619048,103.19,82.22,75.99
1003076522,Auchincloss,Hugh,Boston,MA,2114,1.0,Thoracic Surgery,99443,"Telephone medical discussion with physician, 21-30 minutes",O,49,69.0,69,536.07246377,139.6715942,107.72028986,96.810869565
1003076886,Suh,Jungman,Flushing,NY,11358,1.0,Neurology,99441,"Telephone medical discussion with physician, 5-10 minutes",O,43,64.0,64,75.0,62.23703125,45.63203125,41.1796875
1003076886,Suh,Jungman,Flushing,NY,11358,1.0,Neurology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,160,193.0,193,125.0,100.71704663,72.630621762,65.167927461
1003077322,Fensterszaub,Simon,Brooklyn,NY,11249,1.0,Family Practice,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,63,112.0,112,75.0,23.76,18.93,15.15
1003077322,Fensterszaub,Simon,Brooklyn,NY,11249,1.0,Family Practice,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,89,115.0,115,168.26086957,57.500434783,45.816086957,39.32
1003077322,Fensterszaub,Simon,Brooklyn,NY,11249,1.0,Family Practice,99457,"Management using the results of remote vital sign monitoring per calendar month, first 20 minutes",O,210,317.0,317,166.64037855,51.040473186,40.666498423,38.26384858
1003077322,Fensterszaub,Simon,Brooklyn,NY,11249,1.0,Family Practice,99458,"Management using the results of remote vital sign monitoring per calendar month, each additional 20 minutes",O,113,154.0,144,111.18831169,40.830064935,32.529805195,31.087987013
1003078049,Dumitrescu,Alexandra,Chicago,IL,60637,1.0,Endocrinology,99443,"Telephone medical discussion with physician, 21-30 minutes",F,14,22.0,22,336.0,102.49363636,79.95,73.89
1003078080,Roy,Heidi,Scarborough,ME,4074,1.0,Nurse Practitioner,99441,"Telephone medical discussion with physician, 5-10 minutes",F,12,13.0,13,197.38461538,29.374615385,21.710769231,21.497692308
1003078080,Roy,Heidi,Scarborough,ME,4074,1.0,Nurse Practitioner,99442,"Telephone medical discussion with physician, 11-20 minutes",F,26,27.0,27,249.88888889,55.361851852,38.128518519,37.993333333
1003078510,Saraswat,Aruna,Boston,MA,2118,1.0,Endocrinology,99443,"Telephone medical discussion with physician, 21-30 minutes",O,14,17.0,17,381.82,103.94,82.97,100.16
1003079583,Ratigan,Emmett,Wheat Ridge,CO,80033,1.0,Nephrology,99442,"Telephone medical discussion with physician, 11-20 minutes",F,14,21.0,21,151.0,66.227142857,51.740952381,50.647619048
1003080151,Nicora,Agnieszka,Springfield,MA,1107,1.0,Emergency Medicine,99441,"Telephone medical discussion with physician, 5-10 minutes",O,22,22.0,22,60.545454545,51.427272727,37.659545455,39.831818182
1003080151,Nicora,Agnieszka,Springfield,MA,1107,1.0,Emergency Medicine,99442,"Telephone medical discussion with physician, 11-20 minutes",O,12,12.0,12,165.5,81.525833333,61.136666667,63.518333333
1003081597,Seo,Sarah,Lebanon,NH,3756,4.0,Otolaryngology,99442,"Telephone medical discussion with physician, 11-20 minutes",F,27,27.0,27,208.33333333,66.328888889,49.101851852,47.962962963
1003081597,Seo,Sarah,Lebanon,NH,3756,4.0,Otolaryngology,99443,"Telephone medical discussion with physician, 21-30 minutes",F,22,23.0,23,272.52173913,97.35,77.84,75.98
1003081985,Bajaj,Rishi,Suffern,NY,10901,1.0,Interventional Cardiology,G2066,"Interrogation device evaluation(s), (remote) up to 30 days; implantable cardiovascular physiologic monitor system, implantable loop recorder system, or subcutaneous cardiac rhythm monitor system, remote data acquisition(s), receipt of transmissions and tec",O,57,228.0,228,211.79188596,60.791491228,45.088508772,44.741535088
1003082660,Dwivedi,Sukrut,Oakhurst,NJ,7755,1.0,Infectious Disease,99442,"Telephone medical discussion with physician, 11-20 minutes",O,12,12.0,12,110.38333333,71.07,56.67,71.2
1003082660,Dwivedi,Sukrut,Oakhurst,NJ,7755,1.0,Infectious Disease,99443,"Telephone medical discussion with physician, 21-30 minutes",O,13,16.0,16,144.63,106.31875,84.78,100.16
1003086364,Cabrera,Jasmin,Bettendorf,IA,52722,1.0,Family Practice,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,31,31.0,31,43.0,16.98,13.53,15.097741935
1003086364,Cabrera,Jasmin,Bettendorf,IA,52722,1.0,Family Practice,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,14,24.0,24,125.0,44.75,35.65,39.31
1003086364,Cabrera,Jasmin,Bettendorf,IA,52722,1.0,Family Practice,99457,"Management using the results of remote vital sign monitoring per calendar month, first 20 minutes",O,11,13.0,13,112.0,44.9,35.77,38.26
1003086448,Kaiser,Rachel,Chevy Chase,MD,20815,1.0,Rheumatology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,24,26.0,26,288.0,103.56923077,75.712307692,64.912692308
1003086976,Khera,Vandana,Sugar Land,TX,77479,1.0,Internal Medicine,99421,"Online digital evaluation and management service for an established patient for up to 7 days, total time 5-10 minutes",O,11,11.0,11,30.0,14.250909091,10.309090909,10.667272727
1003087768,Batus,Marta,Chicago,IL,60612,1.0,Medical Oncology,99443,"Telephone medical discussion with physician, 21-30 minutes",F,24,26.0,26,210.0,100.74615385,74.003076923,70.144615385
1003089871,Richards,Patrick,Sacramento,CA,95816,1.0,Endocrinology,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,26,33.0,33,219.0,54.987575758,42.747272727,41.543939394
1003090390,Skeif,Basel,Tucson,AZ,85712,1.0,Cardiology,99457,"Management using the results of remote vital sign monitoring per calendar month, first 20 minutes",O,21,98.0,98,101.0,47.708265306,34.122755102,34.299081633
1003093147,Cooper-Dockery,Dona,Mcallen,TX,78504,1.0,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,45,251.0,251,150.0,46.875856574,34.559721116,36.611673307
1003093147,Cooper-Dockery,Dona,Mcallen,TX,78504,1.0,Internal Medicine,99457,"Management using the results of remote vital sign monitoring per calendar month, first 20 minutes",O,47,270.0,270,150.0,46.411814815,35.382481481,36.705518519
1003093147,Cooper-Dockery,Dona,Mcallen,TX,78504,1.0,Internal Medicine,99458,"Management using the results of remote vital sign monitoring per calendar month, each additional 20 minutes",O,42,376.0,214,100.0,37.844840426,29.129042553,30.084042553
1003094749,Moore,Ryan,Anchorage,AK,99507,1.0,Orthopedic Surgery,99441,"Telephone medical discussion with physician, 5-10 minutes",F,17,19.0,19,120.47368421,47.316315789,36.682105263,26.199473684
1003098542,Donohue,Daniel,Garden City,NY,11530,1.0,Interventional Cardiology,G2066,"Interrogation device evaluation(s), (remote) up to 30 days; implantable cardiovascular physiologic monitor system, implantable loop recorder system, or subcutaneous cardiac rhythm monitor system, remote data acquisition(s), receipt of transmissions and tec",O,17,65.0,65,1090.0,91.332,66.284153846,64.794769231
1003100652,Toal,Regina,Havre De Grace,MD,21078,1.1,Nurse Practitioner,99441,"Telephone medical discussion with physician, 5-10 minutes",O,80,97.0,97,175.29896907,44.063298969,28.53556701,32.474123711
1003101056,Wang,Nancy,Boston,MA,2114,1.0,Neurology,99443,"Telephone medical discussion with physician, 21-30 minutes",O,12,14.0,14,542.85714286,139.76214286,103.285,93.005714286
1003101957,Little,Courtney,Chillicothe,OH,45601,4.0,Internal Medicine,99442,"Telephone medical discussion with physician, 11-20 minutes",F,12,12.0,12,268.0,64.663333333,34.493333333,35.0
1003102617,Pham,Nhat-Long,Dallas,TX,75390,1.0,Radiation Oncology,99441,"Telephone medical discussion with physician, 5-10 minutes",O,52,73.0,73,118.32342466,35.699178082,28.309863014,43.836164384
1003102617,Pham,Nhat-Long,Dallas,TX,75390,1.0,Radiation Oncology,99442,"Telephone medical discussion with physician, 11-20 minutes",O,15,17.0,17,200.11705882,67.21,53.8,71.2
1003103888,Sramek,Amelia,Marquette,MI,49855,4.0,Family Practice,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,12,39.0,39,138.35,45.630512821,33.498461538,36.463589744
1003103888,Sramek,Amelia,Marquette,MI,49855,4.0,Family Practice,99457,"Management using the results of remote vital sign monitoring per calendar month, first 20 minutes",O,12,30.0,30,114.35,46.397,32.606666667,33.904
1003103953,Dahagam,Chanukya,Indianapolis,IN,46227,1.0,Internal Medicine,G2066,"Interrogation device evaluation(s), (remote) up to 30 days; implantable cardiovascular physiologic monitor system, implantable loop recorder system, or subcutaneous cardiac rhythm monitor system, remote data acquisition(s), receipt of transmissions and tec",O,30,100.0,100,300.0,75.7873,59.4707,59.4707
1003105065,Durrani,Salim,Houston,TX,77079,1.0,Pain Management,99442,"Telephone medical discussion with physician, 11-20 minutes",O,13,17.0,17,92.58,90.107058824,50.095294118,50.252352941
1003106642,Ng,Jennifer,New York,NY,10028,1.0,Internal Medicine,99457,"Management using the results of remote vital sign monitoring per calendar month, first 20 minutes",O,11,43.0,43,166.0,55.036744186,42.248372093,36.925116279
1003108549,Zhou,Shaoqing,Annapolis,MD,21401,1.0,Urology,99441,"Telephone medical discussion with physician, 5-10 minutes",O,25,29.0,29,90.0,59.802758621,46.66137931,43.127241379
1003109075,Virupannavar,Shanti,Okemos,MI,48864,1.0,Rheumatology,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,15,17.0,17,83.823529412,13.034117647,6.9588235294,7.8852941176
1003109216,Dimovski,Nikolas,Shelby Township,MI,48315,1.0,Family Practice,99442,"Telephone medical discussion with physician, 11-20 minutes",O,23,30.0,30,96.0,80.379333333,44.625333333,53.374
1003109513,Cheng,Michael,Orange,CA,92868,1.0,Internal Medicine,99443,"Telephone medical discussion with physician, 21-30 minutes",O,32,40.0,40,567.8,128.79525,90.51175,88.811
1003112251,Hossain,Newaz,Atlantic City,NJ,8401,1.0,Hospitalist,99442,"Telephone medical discussion with physician, 11-20 minutes",O,15,18.0,18,223.0,105.295,79.163333333,67.244444444
1003112251,Hossain,Newaz,Atlantic City,NJ,8401,1.0,Hospitalist,99443,"Telephone medical discussion with physician, 21-30 minutes",O,30,44.0,44,314.36363636,146.97136364,106.09454545,90.022272727
1003112657,Jayanti,Vijay,Dayton,OH,45409,1.0,Family Practice,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",F,34,36.0,36,58.62,12.480277778,9.9436111111,9.8341666667
1003120502,Berger,Erik,Soldotna,AK,99669,7.0,Internal Medicine,99442,"Telephone medical discussion with physician, 11-20 minutes",O,15,16.0,16,206.25,91.225,63.4725,62.3
1003121393,Kirk,Shay,Paducah,KY,42003,4.0,Nurse Practitioner,G2066,"Interrogation device evaluation(s), (remote) up to 30 days; implantable cardiovascular physiologic monitor system, implantable loop recorder system, or subcutaneous cardiac rhythm monitor system, remote data acquisition(s), receipt of transmissions and tec",O,11,18.0,18,52.0,41.83,27.945555556,27.945555556
1003127275,Kum,Seon,Palmdale,CA,93550,1.0,Psychiatry,99443,"Telephone medical discussion with physician, 21-30 minutes",O,26,33.0,33,682.21,102.25030303,78.962424242,97.834545455
1003128810,Tesfaye,Anteneh,Washington,DC,20010,1.0,Internal Medicine,99441,"Telephone medical discussion with physician, 5-10 minutes",F,36,44.0,44,94.181818182,38.74,31.01,27.37
1003129925,Wong,Claudia,Santa Monica,CA,90404,1.0,Nurse Practitioner,99421,"Online digital evaluation and management service for an established patient for up to 7 days, total time 5-10 minutes",O,18,19.0,19,71.0,13.769473684,10.833684211,9.7478947368
1003129925,Wong,Claudia,Santa Monica,CA,90404,1.0,Nurse Practitioner,99422,"Online digital evaluation and management service for an established patient for up to 7 days, total time 11-20 minutes",O,34,53.0,53,140.0,26.934150943,19.55754717,17.888867925
1003129925,Wong,Claudia,Santa Monica,CA,90404,1.0,Nurse Practitioner,99423,"Online digital evaluation and management service for an established patient for up to 7 days, total time 21 or more minutes",O,12,15.0,15,224.0,43.52,34.84,31.4
1003129925,Wong,Claudia,Santa Monica,CA,90404,1.0,Nurse Practitioner,99442,"Telephone medical discussion with physician, 11-20 minutes",O,33,37.0,37,439.0,85.1,64.762162162,57.392972973
1003129925,Wong,Claudia,Santa Monica,CA,90404,1.0,Nurse Practitioner,99443,"Telephone medical discussion with physician, 21-30 minutes",O,62,87.0,87,616.0,119.61195402,89.573218391,79.375747126
1003133422,Gupta,Pritha,Beverly Hills,CA,90211,1.0,Internal Medicine,99441,"Telephone medical discussion with physician, 5-10 minutes",O,11,11.0,11,262.90909091,44.404545455,30.100909091,39.443636364
1003133737,Flood,Melissa,Charlotte,NC,28204,1.0,Nurse Practitioner,99443,"Telephone medical discussion with physician, 21-30 minutes",O,14,14.0,14,307.0,99.017857143,79.694285714,86.66
1003133984,Cardenas,Blanca,San Diego,CA,92108,1.0,Nurse Practitioner,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,46,56.0,56,113.51785714,45.31,35.65,36.13
1003133984,Cardenas,Blanca,San Diego,CA,92108,1.0,Nurse Practitioner,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,19,56.0,56,118.26785714,47.226964286,32.62,29.417678571
1003133984,Cardenas,Blanca,San Diego,CA,92108,1.0,Nurse Practitioner,99457,"Management using the results of remote vital sign monitoring per calendar month, first 20 minutes",O,18,46.0,46,96.869565217,31.541521739,22.510652174,30.524130435
