Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_Type,HCPCS_Cd,HCPCS_Desc,Place_Of_Srvc,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt
1295978260,Horst,Indira,South Miami,FL,33143,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,25,153.0,153,50.0,25.767777778,18.655620915,18.655620915
1295991834,Mahmoud,Hossam,Melrose,MA,2176,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,15,24.0,24,36.5,25.782916667,17.924166667,17.924166667
1306026265,Freeman,Bruce,Thiensville,WI,53092,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,69,220.0,220,30.886363636,25.702727273,19.359136364,19.409818182
1306026703,Banegas,Shonda,Garland,TX,75042,1,Vascular Surgery,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,13,13.0,13,49.1,19.6,15.67,15.26
1306027321,Makki,Hyder,Detroit,MI,48201,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,67,149.0,149,26.04966443,25.636912752,20.152348993,20.152348993
1306037429,Garton,Elizabeth,Humboldt,KS,66748,10.3,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,78,269.0,269,40.0,25.782490706,17.937286245,17.937286245
1306038674,Taboada,Ricardo,West Hartford,CT,6107,1,Interventional Pain Management,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,172,172.0,172,50.0,21.51,17.17,15.26
1306038674,Taboada,Ricardo,West Hartford,CT,6107,1,Interventional Pain Management,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,178,780.0,780,135.0,70.550692308,56.307320513,50.33824359
1306038674,Taboada,Ricardo,West Hartford,CT,6107,1,Interventional Pain Management,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,135,364.0,364,115.0,54.998818681,43.807307692,40.316785714
1306040548,Chen,James,San Francisco,CA,94108,1,Orthopedic Surgery,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,12,12.0,12,50.92,25.06,19.97,15.26
1306040548,Chen,James,San Francisco,CA,94108,1,Orthopedic Surgery,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,12,12.0,12,169.34,83.34,66.41,50.29
1306040548,Chen,James,San Francisco,CA,94108,1,Orthopedic Surgery,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,12,12.0,12,122.98,60.53,48.23,40.4
1306123229,Schultzel,Matthew,La Jolla,CA,92037,1,General Surgery,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,52,96.0,96,70.66,69.53,55.4,51.673958333
1306123229,Schultzel,Matthew,La Jolla,CA,92037,1,General Surgery,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,52,97.0,97,55.37,53.81,42.87,42.87
1306193735,Razvi,Syed,Grand Rapids,MI,49546,1,Pulmonary Disease,Q3014,Telehealth originating site facility fee,O,23,27.0,27,44.481481481,25.73,20.5,20.5
1306197603,Dickens,Theodore,Metairie,LA,70003,1,Licensed Clinical Social Worker,Q3014,Telehealth originating site facility fee,O,117,811.0,811,31.491985203,25.736140567,20.201578298,20.201578298
1306231212,Dickert,Ryan,Crystal River,FL,34429,2,Family Practice,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,13,48.0,48,75.0,50.318958333,33.21375,33.59875
1306802517,St Clair,Barbara,Zanesville,OH,43701,4,Nurse Practitioner,Q3014,Telehealth originating site facility fee,F,45,80.0,80,20.0,19.73625,12.923625,12.923625
1306839014,Jurgens,Lorrene,Lincoln,NE,68506,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,67,138.0,138,24.1,23.792608696,14.889927536,14.889927536
1306839782,Hall,Robert,Hazard,KY,41701,7,Licensed Clinical Social Worker,Q3014,Telehealth originating site facility fee,F,98,178.0,178,35.0,25.743483146,19.843876404,19.843876404
1306864947,Luu,Henry,Glen Mills,PA,19342,1,Family Practice,Q3014,Telehealth originating site facility fee,O,17,25.0,25,30.0,25.8308,15.58,15.58
1306874714,Khonsari,Hamidreza,Antioch,CA,94509,1.1,Family Practice,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,75,75.0,75,76.382666667,24.807066667,19.784933333,15.3108
1306874714,Khonsari,Hamidreza,Antioch,CA,94509,1.1,Family Practice,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,76,161.0,161,254.01,82.566583851,65.84689441,50.546273292
1306874714,Khonsari,Hamidreza,Antioch,CA,94509,1.1,Family Practice,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,72,142.0,142,183.21422535,59.59584507,47.555704225,40.613591549
1306895529,Walker,Dawn,Willcox,AZ,85643,7,Family Practice,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,46,46.0,46,32.0,18.820652174,14.722826087,14.941304348
1306895529,Walker,Dawn,Willcox,AZ,85643,7,Family Practice,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,46,79.0,79,90.0,62.170886076,49.090632911,49.662658228
1306895529,Walker,Dawn,Willcox,AZ,85643,7,Family Practice,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,45,77.0,77,75.0,50.420779221,39.796363636,39.886623377
1306896592,Ashkin,Kenneth,Charlotte,NC,28277,1,Neurology,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,82,212.0,212,120.0,55.60740566,43.931037736,45.402924528
1306947395,Nogler,Robert,Ladysmith,WI,54848,7,Family Practice,Q3014,Telehealth originating site facility fee,O,56,79.0,79,40.0,25.820379747,16.088607595,16.088607595
1306955398,Morman,Mark,Beaumont,TX,77701,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,47,115.0,115,25.46,25.160782609,14.629217391,14.629217391
1306965793,Hanley,Robert,Annapolis,MD,21401,1,Urology,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,19,19.0,19,15.68,15.63,12.49,11.58
1316010986,Andry,James,San Antonio,TX,78229,1,Pulmonary Disease,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,49,80.0,80,165.6375,55.961375,44.02275,44.341375
1316010986,Andry,James,San Antonio,TX,78229,1,Pulmonary Disease,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,61,63.0,63,44.388888889,17.91,14.27,15.26
1316041676,Danial,Louay,Park Falls,WI,54552,10,Family Practice,Q3014,Telehealth originating site facility fee,O,51,60.0,60,40.0,25.005166667,18.206166667,18.978
1316045768,Kercheval,Deborah,Kokomo,IN,46901,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,23,26.0,26,45.0,25.746153846,19.711538462,19.711538462
1316049570,Rosse,Richard,Falls Church,VA,22042,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,28,98.0,98,21.066836735,20.801326531,12.996122449,12.996122449
1316053408,Khan,Nusrat,Weatherford,TX,76086,4.1,Internal Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,17,17.0,17,100.0,18.16,14.52,15.26
1316053408,Khan,Nusrat,Weatherford,TX,76086,4.1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,17,47.0,47,85.0,60.01,47.99,50.24106383
1316053408,Khan,Nusrat,Weatherford,TX,76086,4.1,Internal Medicine,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,16,16.0,16,54.0,49.4,39.5,40.4
1316079973,Hunter,Carol,Albuquerque,NM,87110,1,Certified Clinical Nurse Specialist,Q3014,Telehealth originating site facility fee,O,14,17.0,17,24.294117647,22.855882353,16.054117647,16.054117647
1316104086,Salamatbad,Michael,Great Neck,NY,11021,1,Family Practice,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,11,13.0,13,100.0,16.88,13.48,11.59
1316137490,Linden,Maria,New York,NY,10029,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,34,34.0,34,26.15,25.73,20.5,20.5
1316141526,Holmgren,Joseph,New York,NY,10016,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,367,1320.0,1320,31.434477273,25.735704545,20.221787879,20.221795455
1316180763,Nicastro,Joanne,Bethel,ME,4217,10,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,53,137.0,137,24.43,24.108321168,15.795255474,15.795255474
1316262645,Crall,Nicholas,La Junta,CO,81050,7,Psychiatry,Q3014,Telehealth originating site facility fee,O,44,118.0,118,25.0,24.653898305,16.958728814,16.958728814
1316333552,Blood,Jamon,Tyler,TX,75708,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,12,12.0,12,33.546666667,25.73,20.5,20.5
1316340789,Moscoso,Tangee,Streamwood,IL,60107,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,45,182.0,182,125.12087912,25.760659341,19.004175824,19.004175824
1316361272,Henley,Kristen,St. Paul,MN,55107,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,22,41.0,41,30.0,25.834878049,15.386829268,15.386829268
1316919228,Mercado,Manuel,Pharr,TX,78577,1,Internal Medicine,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,35,295.0,295,90.0,49.43,39.53,40.4
1316929102,Sigal,Barry,Winston-Salem,NC,27103,1,Critical Care (Intensivists),99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,71,79.0,79,55.0,48.868481013,37.936202532,39.325822785
1316945447,Cox,Mary,Cheyenne,WY,82001,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,39,87.0,87,33.0,25.783103448,17.908045977,17.908045977
1316947443,Aggarwal,Ajay,Houston,TX,77054,1,Anesthesiology,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,18,18.0,18,65.0,19.36,15.43,15.297777778
1316987985,Chicoine,Noel,Pierre,SD,57501,4,Family Practice,Q3014,Telehealth originating site facility fee,O,15,19.0,19,48.157894737,25.818421053,16.184210526,16.184210526
1326013079,Shah,Vikram,Crystal River,FL,34429,2,Pulmonary Disease,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,92,138.0,138,65.434782609,50.610652174,40.17673913,40.113188406
1326015306,Zukerman,Louis,Eatontown,NJ,7724,1,Clinical Cardiac Electrophysiology,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,56,56.0,56,25.285714286,21.58,17.22,15.26
1326030792,Miller,Lacy,Concord,NC,28025,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,59,91.0,91,25.0,24.641318681,17.573186813,17.573186813
1326056219,Mcmanus,Michael,Mt Vernon,AL,36560,2,Psychiatry,Q3014,Telehealth originating site facility fee,O,11,12.0,12,50.0,25.765,18.791666667,18.791666667
1326080128,Hekmati,Arman,Los Angeles,CA,90048,1,Geriatric Medicine,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,14,16.0,16,25.0,15.415,12.285,11.59
1326119140,Kleiman,Laurie,Dallas,TX,75207,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,37,119.0,119,90.0,25.771848739,18.458571429,18.458571429
1326159526,Baskin,Martin,New York,NY,10023,1,Internal Medicine,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,28,29.0,29,49.137931034,16.35,13.03,11.58
1326299413,Peoples,Pamela,Kinston,NC,28501,4,Licensed Clinical Social Worker,Q3014,Telehealth originating site facility fee,O,39,124.0,124,50.0,25.767096774,18.689435484,18.689516129
1326380783,Ahsan,Afiah,Newark,NJ,7103,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,176,267.0,267,26.07,25.72752809,16.669588015,16.669588015
1326455635,Johnson,Veronica,Black Mountain,NC,28711,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,27,45.0,45,25.0,24.608888889,19.164444444,19.164444444
1326556713,Barnett,Michele,Fairmont,MN,56031,7,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,85,284.0,284,30.0,25.767957746,18.647887324,18.647887324
1336110279,Wilson,Robert,Erie,PA,16508,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,17,65.0,65,26.069230769,25.701230769,17.964307692,17.964307692
1336120146,Handley,Megen,St Marys,PA,15857,7,Nurse Practitioner,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,49,68.0,68,45.0,12.008088235,9.0048529412,9.3208823529
1336137850,Desai,Kamlesh,Santa Maria,CA,93454,1,Family Practice,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,80,84.0,84,100.0,21.690714286,16.730357143,14.715
1336137850,Desai,Kamlesh,Santa Maria,CA,93454,1,Family Practice,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,80,208.0,208,100.0,70.5575,55.788365385,49.938125
1336137850,Desai,Kamlesh,Santa Maria,CA,93454,1,Family Practice,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,24,71.0,71,100.0,53.807323944,43.243380282,40.827183099
1336149400,Tamirisa,Renu,Sugar Land,TX,77479,1,Internal Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,37,39.0,39,30.0,18.063589744,14.05025641,14.900512821
1336149400,Tamirisa,Renu,Sugar Land,TX,77479,1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,37,227.0,227,90.0,59.652070485,47.420176211,50.085859031
1336149400,Tamirisa,Renu,Sugar Land,TX,77479,1,Internal Medicine,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,37,231.0,231,75.0,49.111168831,39.092640693,40.283852814
1336161603,Thelusmond,Louis,Brooklyn,NY,11219,1,Cardiology,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,59,60.0,60,50.0,18.2615,14.003333333,14.781333333
1336161603,Thelusmond,Louis,Brooklyn,NY,11219,1,Cardiology,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,53,162.0,162,150.0,60.375679012,48.036049383,50.225864198
1336161603,Thelusmond,Louis,Brooklyn,NY,11219,1,Cardiology,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,52,168.0,168,130.0,49.391071429,39.356666667,40.408452381
1336164235,Pearl,Sheryl,Brooklyn,NY,11201,1,Family Practice,G2010,"Remote evaluation of recorded video and/or images submitted by an established patient (e.g., store and forward), including interpretation with follow-up with the patient within 24 business hours, not originating from a related e/m service provided within t",O,47,50.0,50,40.0,14.41,11.51,9.88
1336164235,Pearl,Sheryl,Brooklyn,NY,11201,1,Family Practice,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,116,150.0,150,40.0,16.9308,13.3952,11.468733333
1336169598,Khan,Mubarik,Fairfax,VA,22030,1,Internal Medicine,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,17,21.0,21,30.952380952,16.291428571,11.761904762,10.477142857
1336180439,Cavazos,Antonio,San Antonio,TX,78229,1,Family Practice,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,33,33.0,33,35.0,17.91,14.27,15.26
1336180439,Cavazos,Antonio,San Antonio,TX,78229,1,Family Practice,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,34,77.0,77,120.0,59.16,47.14,50.29
1336180439,Cavazos,Antonio,San Antonio,TX,78229,1,Family Practice,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,32,59.0,59,100.0,48.71,38.81,40.4
1336190578,Masood,Naseem,Raleigh,NC,27612,1,Pulmonary Disease,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,37,54.0,54,85.0,55.644444444,42.086851852,43.564444444
1336234921,Bez,Edward,Beckley,WV,25801,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,178,441.0,441,26.4,25.78968254,17.585782313,17.585782313
1336298918,Phippen-Gesauldi,Sherry,St. Robert,MO,65584,4,General Surgery,Q3014,Telehealth originating site facility fee,O,208,269.0,269,36.0,25.762713755,18.902453532,18.902453532
1336395599,Willcox,Mark,Anchorage,AK,99508,1,Clinical Cardiac Electrophysiology,Q3014,Telehealth originating site facility fee,O,18,18.0,18,152.0,25.73,20.5,20.5
1336447697,Garland,Thaddeus,Chesapeake,VA,23320,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,152,381.0,381,25.779527559,22.79687664,14.776850394,14.776850394
1336581735,Folkard,Camille,Texarkana,TX,75503,1,Endocrinology,Q3014,Telehealth originating site facility fee,O,22,24.0,24,120.0,25.733333333,20.339166667,20.339166667
1346211604,Guerrero,Arthur,Schertz,TX,78154,1,Endocrinology,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,16,19.0,19,80.0,56.385789474,43.396842105,49.424736842
1346218336,Fingerman,Eileen,Augusta,ME,4330,4,Family Practice,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,28,155.0,155,125.0,60.194903226,48.086709677,50.29
1346233533,Jones,Melissa,El Dorado Springs,MO,64744,7,Psychiatry,Q3014,Telehealth originating site facility fee,O,129,489.0,489,50.777096115,25.784907975,17.821554192,17.821554192
1346270113,Bhajal,Sukhvinder,Visalia,CA,93291,1,Cardiology,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,13,17.0,17,100.0,56.46,44.61,45.78
1346274792,Kost,Jonathan,West Hartford,CT,6107,1,Interventional Pain Management,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,191,192.0,192,50.0,21.344166667,17.049375,15.2996875
1346274792,Kost,Jonathan,West Hartford,CT,6107,1,Interventional Pain Management,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,207,701.0,701,135.0,70.252168331,56.012938659,50.343723252
1346274792,Kost,Jonathan,West Hartford,CT,6107,1,Interventional Pain Management,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,137,327.0,327,115.0,54.535045872,43.536880734,40.503577982
1346288768,Humayun,Awais,Davie,FL,33328,1,Clinical Cardiac Electrophysiology,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,23,41.0,41,530.2,52.17,41.57,40.41
1346315900,Freedman,Donielle,Las Vegas,NV,89113,1,Internal Medicine,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,791,2621.0,2621,64.69,57.956253338,45.733975582,45.270331934
1346341575,Banafshe,Paymon,Los Angeles,CA,90045,1,Internal Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,51,133.0,133,25.0,21.65,17.1,15.25
1346341575,Banafshe,Paymon,Los Angeles,CA,90045,1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,84,539.0,539,100.0,71.79135436,56.192115028,49.836419295
1346341575,Banafshe,Paymon,Los Angeles,CA,90045,1,Internal Medicine,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,110,672.0,672,81.436011905,54.37,42.95,40.4
1346346889,Okoroafor,Kingsley,Fayetteville,NC,28304,1,Cardiology,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,24,49.0,49,56.92,56.081020408,41.571836735,42.647959184
1346405602,Brickner,Derek,Jamestown,ND,58401,4,Family Practice,Q3014,Telehealth originating site facility fee,O,13,13.0,13,50.0,25.826923077,15.769230769,15.769230769
1346406113,Burke,Allison,Chicago,IL,60612,1,Emergency Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",F,22,23.0,23,47.58,21.223043478,16.914782609,15.26
1346406113,Burke,Allison,Chicago,IL,60612,1,Emergency Medicine,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",F,21,21.0,21,73.68,34.118571429,27.192380952,25.43047619
1346446507,Smith,Teresa,New York,NY,10010,1,Emergency Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",F,20,20.0,20,47.58,21.3665,17.024,15.26
1346446507,Smith,Teresa,New York,NY,10010,1,Emergency Medicine,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",F,17,17.0,17,73.68,34.461176471,27.455882353,25.430588235
1346450061,Ostrander,Carolyn,Colby,WI,54421,7,Family Practice,Q3014,Telehealth originating site facility fee,O,14,17.0,17,40.0,25.73,20.5,20.5
1346502010,Farooqi,Saad,Dallas,TX,75201,1,Internal Medicine,Q3014,Telehealth originating site facility fee,O,99,184.0,184,60.0,25.743586957,19.8375,19.8375
1346705845,Kaur,Harneet,Tomball,TX,77375,1,Physician Assistant,Q3014,Telehealth originating site facility fee,O,130,201.0,201,25.0,24.651243781,17.086716418,17.086716418
1346756137,Fox,Eric,Snohomish,WA,98296,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,46,80.0,80,50.0,25.2165,19.85575,20.3825
1356306799,Zeitoun,Mohamed,Hobart,IN,46342,1,Endocrinology,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,36,106.0,106,121.0,55.398018868,41.09254717,42.666415094
1356313423,Vincent,Kathy,Louisville,KY,40202,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,35,102.0,102,30.5,25.73,20.5,20.5
1356346878,Jaffee,Daniel,Phoenix,AZ,85012,1,Urology,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,23,24.0,24,43.0,18.860833333,15.082916667,15.26
1356346878,Jaffee,Daniel,Phoenix,AZ,85012,1,Urology,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,22,22.0,22,141.0,62.309090909,49.831363636,50.29
1356348288,Daley,Rebecca,Fredericksburg,TX,78624,4,Family Practice,Q3014,Telehealth originating site facility fee,O,24,24.0,24,35.0,25.73,20.5,20.5
1356376222,Macannuco-Winslow,Annette,West Hartford,CT,6107,1,Interventional Pain Management,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,25,25.0,25,50.0,21.55,17.21,15.26
1356376222,Macannuco-Winslow,Annette,West Hartford,CT,6107,1,Interventional Pain Management,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,25,43.0,43,135.0,70.91,56.63,50.29
1356384135,Purselle,David,Decatur,GA,30030,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,11,12.0,12,25.1,24.9,9.84,9.84
1356398713,Sokol,Sergio,Hewlett,NY,11557,1,Cardiology,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,64,64.0,64,30.0,23.4084375,18.64875,15.26
1356398713,Sokol,Sergio,Hewlett,NY,11557,1,Cardiology,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,64,168.0,168,80.0,76.398035714,60.868452381,50.29
1356398713,Sokol,Sergio,Hewlett,NY,11557,1,Cardiology,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,63,167.0,167,65.0,58.900359281,46.930299401,40.40005988
1356410443,Lockett,Ricky,St Petersburg,FL,33705,1,Physical Medicine and Rehabilitation,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,21,21.0,21,29.437142857,18.38,14.65,15.26
1356410443,Lockett,Ricky,St Petersburg,FL,33705,1,Physical Medicine and Rehabilitation,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,14,14.0,14,76.002857143,49.91,39.77,40.4
1356434955,Breslin,Vivian,West Haverstraw,NY,10993,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,72,164.0,164,28.0,25.73,20.5,20.5
1356458608,Bilgrien,Britt,Phillips,WI,54555,10,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,23,30.0,30,40.0,25.8,17.083333333,17.083333333
1356462899,Bandaranayake,Ilian,Washington,DC,20001,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,12,23.0,23,25.0,24.6,19.6,19.6
1356500409,Herrick,Daniel,Grand Rapids,MI,49546,1,Sleep Medicine,Q3014,Telehealth originating site facility fee,O,49,53.0,53,43.830188679,25.761698113,18.952830189,18.952830189
1356564371,Abel-Zieg,Carla,Decorah,IA,52101,7,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,61,318.0,318,30.0,25.585691824,19.470314465,19.63572327
1356570253,Lefkof,Gary,Dallas,TX,75243,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,87,195.0,195,41.55974359,24.916205128,15.224717949,15.224717949
1356629851,Robertson,Kenya,Milwaukee,WI,53209,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,21,65.0,65,26.307692308,23.532615385,16.949076923,16.949076923
1356669337,Beasley,Charles,Philadelphia,PA,19130,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,99,415.0,415,114.2,25.73,20.5,20.5
1356675573,Kurian,Thomas,Valencia,CA,91355,2,Neurology,Q3014,Telehealth originating site facility fee,O,14,17.0,17,53.0,25.754705882,19.294117647,19.294117647
1356685556,Sticken,Jennifer,Raymore,MO,64083,1,Physician Assistant,Q3014,Telehealth originating site facility fee,O,33,110.0,110,50.890909091,25.766181818,18.733090909,18.733090909
1356843361,Snyder,Rachael,Grand Forks,ND,58201,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,31,47.0,47,50.0,25.73,20.5,20.5
